claim,evidenceUrl,snippet,relevance,labelDescription
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.nihb.org/docs/01022013/The%20Tax%20Agreement%20Fact%20Sheet.pdf,"At this make or break moment for the middle class, the President achieved Obama's expansions of the Child Tax Credit, Earned Income Tax",1,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.nola.com/news/politics/article_36e98dab-b802-5f60-9b8d-7b35a88cb6a5.html,"A federal appeals court in New Orleans will hear arguments Friday (Jan. 9) in three cases involving state bans on same-sex marriage, including Louisiana's, ...",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.nola.com/news/politics/article_f2b452ce-7580-53f0-8a9e-c9ed78d56a7c.html,"After residents endured a day of capricious water pressure in the Carrollton neighborhood, the New Orleans Sewerage & Water Board announced",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.politifact.com/truth-o-meter/promises/list/?page=2&category=taxes,Barack Obama · Extend child tax credits and marriage-penalty fixes. Variety of child and family tax cuts extended or made permanent in fiscal cliff bill ...,1,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.politifact.com/truth-o-meter/promises/rulings/promise-kept/,"""The Federal Trade Commission (FTC) will assess the degree to which credit cards meet consumer-friendly standards … (such as) the underwriting standards used to issue the card, the card's interest rate spread between the introductory rate and the maximum rate allowed, and transaction fees. ... Credit card companies will be required to display the rating on all application and contract materials, enabling consumers to quickly understand all of the major provisions of a credit card without having to rely exclusively on fine print in lengthy documents.""",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.ssa.gov/news/newsletter/archive.html,"Promise a Social Security benefit approval, or increase, in exchange for Today, more women work, pay Social Security taxes, and earn credit toward",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.taxpolicycenter.org/taxvox/politics-and-policy-tax-extenders,"If Congress is always going to extend the credit—and it is—then it would be better to encourage work, and reduce marriage penalties.",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.theatlantic.com/magazine/archive/2014/06/the-case-for-reparations/361631/,"In Chicago and across the country, whites looking to achieve the American dream could rely on a legitimate credit system backed by the",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.whitehouse.gov/briefing-room/statements-releases/2022/04/05/fact-sheet-biden-harris-administration-proposes-rule-to-fix-family-glitch-and-lower-health-care-costs/,"President Biden and Vice President Harris believe that health care is a right, not a privilege. They promised to protect and build on the",0,Refutes
Obama broke his promise to extend child credits and marriage-penalty fixes.,https://www.wsj.com/news/opinion,"Get The Wall Street Journal's Opinion columnists, editorials, op-eds, letters to the editor, and book and arts reviews.",0,Refutes
Obama kept his promise to double federal funding for cancer research.,http://edition.cnn.com/2008/POLITICS/11/09/armstrong.cancer/index.html,"Editor's Note: Lance Armstrong is a cancer survivor and advocate, Obama said he'd double federal funding for cancer research within five",0,Supports
Obama kept his promise to double federal funding for cancer research.,https://abcnews.go.com/health,"China is trying to navigate its biggest coronavirus outbreak without a tool it could have adopted many months ago, the kind of vaccines that have proven to offer the best protection against the worst outcomes from COVID-19",0,Refutes
Obama kept his promise to double federal funding for cancer research.,https://abcnews.go.com/health,"With abortion now or soon to be illegal in over a dozen states and severely restricted in many more, Big Tech companies that vacuum up personal details of their users are facing new calls to limit that tracking and surveillance",0,Refutes
Obama kept his promise to double federal funding for cancer research.,https://abcnews.go.com/health,"With one of Europe’s largest gay pride celebrations right around the corner, Spain's LGBTQ community is worried that outbreaks of monkeypox on the continent could lead to an increase of homophobic sentiment based on misunderstandings of the disease",0,Refutes
Obama kept his promise to double federal funding for cancer research.,https://acsjournals.onlinelibrary.wiley.com/doi/full/10.1002/cncr.24276,Dr. Caligiuri hopes the infusion of new research funds will help turn is President Barack Obama's pledge to double the cancer research,1,Supports
Obama kept his promise to double federal funding for cancer research.,https://joebiden.com/beyondhs/,"In 2015, President Obama and Vice President Biden proposed to make two years of And, Biden will establish a federal grant program to help community",0,Supports
Obama kept his promise to double federal funding for cancer research.,https://joebiden.com/healthcare/,"Giving Americans a new choice, a public health insurance option like Medicare.",0,Supports
Obama kept his promise to double federal funding for cancer research.,https://nationalaglawcenter.org/wp-content/uploads/assets/crs/R40710.pdf,"In his FY2010 budget request, President Obama stated his intention to double the federal investment in three basic-research agencies over a",1,Supports
Obama kept his promise to double federal funding for cancer research.,https://obamawhitehouse.archives.gov/vp,Beau passed away in 2015 after battling with brain cancer with the same Oversaw a comprehensive transformation of federal workforce training funding,0,Supports
Obama kept his promise to double federal funding for cancer research.,https://www.aaas.org/news/administration-proposes-another-research-funding-increase-2017-getting-congress-fund-it-would,President Barack Obama's 2017 budget request for science research and In addition to $195 million to fund a new cancer research,1,Supports
Obama kept his promise to double federal funding for cancer research.,https://www.aip.org/fyi/2009/obama-administration-releases-fy-2010-budget-overview,"Over the last three decades, Federal funding for the physical, to the President's sustained, multi-year plan to double cancer research.",1,Supports
Obama kept his promise to double federal funding for cancer research.,https://www.cms.gov/CCIIO/Programs-and-Initiatives/Other-Insurance-Protections/whcra_factsheet,The Women's Health and Cancer Rights Act of 1998 (WHCRA) is a federal law that provides protections to patients who choose to have breast reconstruction in ...,0,Supports
Obama kept his promise to double federal funding for cancer research.,https://www.fiercehealthcare.com/healthcare/white-house-wants-1-2b-to-fight-antibiotic-resistance,"President Barack Obama will ask Congress to double federal funding for Roswell Park Cancer Institute, MD Anderson Cancer Center and the Michael E.",1,Supports
Obama kept his promise to double federal funding for cancer research.,https://www.politico.com/playbook,CAN HE KEEP THAT PROMISE? That's the question Washington has been asking. But timing does not look good for major legislation on guns any time soon: Lawmakers — ...,0,Supports
Obama kept his promise to double federal funding for cancer research.,https://www.politico.com/playbook,"Hutchinson knows a lot. Before, on, and after Jan. 6, she had close proximity to both Meadows and then-President DONALD TRUMP. “Almost all, if",0,Refutes
